name,x_coordinate,y_coordinate,xy_type,uprn,statusdetail,status,sizecategory,primarytechnology
Easter Auldtown Wind Turbine,349584,848854,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Greenhillock Farm,349623,744867,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Newark (Land Near) Skelwick,349692,1044583,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Balhall Lodge,351159,764071,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Whitehill Farmhouse Wind Turbine,351796,845977,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Aboyne Academy Solar,351841,798532,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Photovoltaic
Land North West Of Addinston Farm,351995,653162,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Bogfern Farm Wind Turbine,352096,807648,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Easter Langlee,352097,636207,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Landfill Gas
New Downie Farm,352425,736041,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Midlem Wind Turbine,352579,627537,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
The Cotton of Gask Wood,352715,746188,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Newmill of Balgavies Farm,352779,750112,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
West Fortune Farm Wind Turbine,352815,679264,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Scotshall Farm,352960,705452,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Bellahill Farm,353456,754600,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hillhead of Ascurry,353539,746476,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Ley Farm Wind Turbine (resubmission),353597,863759,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Braeside Wind Turbine,353867,860631,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Land to South West of Cairnhill Farm,354233,837509,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
"Balmachie Farm,",354476,736989,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Meikle Toux,354595,859011,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
West Corncatterach Farm,354879,833995,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Meikle Rowater Wind Turbine,355123,856458,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Pitlivie Farm - roof mounted,355285,738422,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Photovoltaic
North of Rivestone Wind Turbine,355345,846383,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Dubton Farm,356877,752287,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Waughton Wind Turbine,356885,680510,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Newton of Culvie Wind Turbine,357120,855038,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
North Mains Of Cononsyth,357522,746685,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Greendykes Farm,358540,856046,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rosebank,358589,742534,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Guise Farm,358706,813172,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Photovoltaic
Auchenreoch Farm Wind Turbine,359489,765263,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Land to South West of  Home Farm Lynturk,359613,811727,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Stoneywood Mill Hydro Scheme,359800,811300,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Hydro
Newton of Begshill Wind Turbine,360039,836962,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Newton of Boysack,360357,746806,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Roundhome Wind Turbine,360973,839637,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Morriston Farm Wind Turbine,361095,642215,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
East Mains of Colliston,361158,745775,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Ruchlaw Produce Company Ltd (Farm AD),361549,674513,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Mornflake Oats Wind Turbine,361543,863513,From Data Source,,Operational,Actual,Large (1MW+),Wind
Pitforthie Farm Wind Turbine,361676,761237,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Bolshan Farm,361995,751910,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Rothiesholm Head Community Wind Turbine,362240,1021744,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
North Balnoon,362556,844900,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Jericho Forest,362707,833616,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Waulkmill Quarry,363118,750025,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hill of Culbirnie Turbine 1,363204,860300,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Hill of Culbirnie Turbine 2,363254,860869,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Knockenbaird Croft Wind Turbine,363399,832432,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Gledsgreen Wind Turbine,363524,858368,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hill of Culbirnie Turbine 3,363604,861247,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Gawnsmoss Wind Turbine,364085,858924,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Moss Side Of Esslie Wind Turbine,364136,770414,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Steelstrath Farm,364140,768950,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Home Farm (wind - Scotland),364331,840212,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Cairnhill Wind Turbine,364672,859445,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Fordie Wind Turbine,364675,801851,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Aultdavie Wind Turbine,364884,838904,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Poor Man O Hagg Wind Turbine,364900,844625,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Craigathray (second resubmission),365186,854647,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Creelwell Farm Wind Turbine,365280,845863,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Knock Thunder Farm,365285,863039,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Bogmuir Farm - resubmission,365413,770747,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Gossesslie Farm Wind Turbine,365545,769713,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Caldhame Farmhouse Wind Turbine,366798,769109,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Hallhill Healthy Living Centre,367000,678000,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Land North West Of Whitehills Farm Nenthorn Kelso Scottish Borders,367941,638839,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Glenskinno Farm,367967,761237,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Thornton Home Farm Cottage Wind Turbines,368154,771048,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Beechwood (resubmission),368179,849862,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Clochnahill Wind Farm,382413,782503,From Data Source,,Operational,Actual,Large (1MW+),Wind
Hayhillock Wind Turbine,368878,839382,From Data Source,,Under Construction,Actual,Micro (<=45kW),Wind
Ethie Barns Farm,368907,747374,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
South Cliftbog,369323,845471,From Data Source,,In Planning,Potential,Micro (<=45kW),Wind
Woodside of Pitglassie - resubmission,369681,843376,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Baldyquash Farm,369889,834043,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Pitglassie Wind Turbine,370125,843106,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Site to the South of West Cairnbeg,370200,775400,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Banchory Academy Solar,370249,795866,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Photovoltaic
Dykelands Wind Turbines,370446,768582,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Backhill of Thomastown,370816,843655,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Westerton Of Folla,371179,833778,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Land North East of Pitbeadlie Farm,371822,765847,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
STONE OF MORPHIE,371891,763257,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Nether Darley Farm,372514,839694,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Kennetsideheads Farm,372800,640984,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Herscha Wind energy Project,372871,780686,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Meikle Folla,372955,833952,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Mains of Meadaple,372966,833953,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
North of Chapleton Farm,373019,782924,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Newstead Farm,373109,821437,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Crossburns Wind Farm,283745,746530,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Criggie Farmhouse Wind Turbines,373158,767180,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Windy Corner Wind Turbine,373173,767975,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Crannabog Farm,373194,834123,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Borders Precision Ltd,373320,633104,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Pinnaclehill Industrial Estate,373533,633028,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Gask (Waste AD),373569,847800,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Anaerobic Digestion
Visitor Centre St Cyrus Wind Turbine,374173,763337,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Hill of Burns,374350,835125,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Land To The East of South Bradieston,374412,758323,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Cowhill,374539,833680,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Altercannoch Wind Farm,224500,580000,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
South Camaloun,374751,840276,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Land South of Slackadale Wind Turbine,374817,854127,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Fordoun Sawmill Turbine,374957,777547,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Mains of Woodstone Farm Wind Turbine,375061,766583,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Castle Mains Wind Farm,376151,656134,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Thornylea House,376199,774321,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Redford Farm Wind Turbine,376389,770037,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Inverurie Academy,377316,821453,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Photovoltaic
Townhead Wind Turbines,377892,775287,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Little Brownhill Farm Wind Turbines,378594,844355,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Hillhead of Tullo,378766,831884,From Data Source,,Operational,Actual,Small to medium (>45kW and <1MW),Wind
Land North West Of Blackburn Rig Farm,378906,666226,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Annamuick Farm,379000,785172,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Wairds Of Alpity Wind Turbine,379172,777498,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Mid Clochforbie,380439,858583,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Land North West Of Helenslea,380482,628239,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Craig Garbill Wind Turbne,380647,771829,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Blairfowl Farm,381013,838139,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Upper Pitforthie Farm,381061,778261,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Nether Baulk,381417,785972,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Gass Wind Farm,225226,566406,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Wind
Dendoldrum Farm Wind Turbine,381590,772138,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
West Town of Barras,382844,779458,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
South Lasts Farm,382845,803460,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Westhill Academy Solar,382975,807253,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Photovoltaic
Jacobshall Wind Turbine (Resubmission),383187,864648,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Wardford Farm,383242,838499,From Data Source,,In Planning,Potential,Small to medium (>45kW and <1MW),Wind
Tewel Farm Wind Turbine,383665,786711,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
Kinneff Wind Turbine,384841,775651,From Data Source,,Under Construction,Actual,Small to medium (>45kW and <1MW),Wind
